left_cardinality,left_cardinality_ratio,base_cardinality,selectivity_on_indexed_attr,left_ordered,base_ordered,hj_idx_cost,hj_seq_cost,nl_idx_cost,nl_seq_cost,mj_idx_cost,mj_seq_cost,optimal_decision
1669456,0.046061145,36244344,0.67759342,0,0,18360796.27,18235990.59,9.77276E+11,9.77276E+11,16093477.99,15968672.32,5
2184057,0.06025925,36244344,0.984251032,0,0,21929684.83,21371395.12,1.86789E+12,1.86789E+12,19899345.2,19341055.49,5
354362,0.009777029,36244344,0.344651403,0,0,11007083.51,11344601.28,1.05458E+11,1.05458E+11,11449973.2,11787490.97,2
86108,0.002375764,36244344,0.139976406,0,0,9202701.82,9825058.88,10363623569,10364245926,9571459.91,10193816.97,2
1755748,0.048441986,36244344,0.918692279,0,0,19559836.5,19093381.3,1.40121E+12,1.40121E+12,18770121.7,18303666.5,5
1458091,0.040229477,36244344,0.486209324,0,0,16735268.21,16877724.07,6.10957E+11,6.10957E+11,13931053.73,14073509.59,4
2083020,0.057471588,36244344,0.869470254,0,0,21040659.53,20643428.05,1.57263E+12,1.57263E+12,18544074.88,18146843.41,5
2071493,0.057153552,36244344,0.526137016,0,0,19846925.55,19933058.74,9.40604E+11,9.40604E+11,14796696.2,14882829.39,4
1259509,0.034750498,36244344,0.318414592,0,0,15272789.31,15649083.29,3.44403E+11,3.44403E+11,11731665.12,12107959.11,4
783309,0.021611896,36244344,0.40044615,0,0,13218962.43,13480863.9,2.69975E+11,2.69975E+11,12619338.59,12881240.06,4
1554409,0.04288694,36244344,0.558546818,0,0,17431637.48,17470662.63,7.514E+11,7.514E+11,14771280.51,14810305.67,4
2106512,0.058119744,36244344,0.037944486,0,0,18416459.47,18934886.01,66785319578,66785838004,9662479.87,10180906.41,4
1223908,0.033768248,36244344,0.295218559,0,0,15038894.97,15445025.05,3.11938E+11,3.11939E+11,11518288.5,11924418.58,4
502480,0.01386368,36244344,0.677728034,0,0,12608405.68,12483397.4,2.94215E+11,2.94215E+11,15206124.05,15081115.77,3
341846,0.009431706,36244344,0.881483136,0,0,12360668.71,11946229.18,2.61756E+11,2.61756E+11,17137288.56,16722849.03,3
2094386,0.057785182,36244344,0.442841592,0,0,19684082.85,19886651.72,7.99191E+11,7.99191E+11,13920149.58,14122718.45,4
1810689,0.049957836,36244344,0.256188938,0,0,17728400.39,18186479.51,4.02929E+11,4.02929E+11,11524083.99,11982163.11,4
1697699,0.046840384,36244344,0.788520576,0,0,18853834.47,18571688.36,1.1601E+12,1.1601E+12,17310580.32,17028434.21,5
1132932,0.031258174,36244344,0.621391492,0,0,15554435.64,15506708.33,6.08846E+11,6.08846E+11,15091231.08,15043503.77,5
217457,0.00599975,36244344,0.050682942,0,0,9591665.79,10137040.61,9158412304,9158957678,8913917.41,9459292.23,4
1960320,0.054086232,36244344,0.420701393,0,0,18961711.34,19195920.65,7.09422E+11,7.09422E+11,13588216.48,13822425.79,4
1308555,0.036103702,36244344,0.059369236,0,0,14739119.76,15305342.32,65570835131,65571401354,9483552.1,10049774.67,4
406060,0.011203403,36244344,0.815499737,0,0,12506451.51,12184674.7,2.875E+11,2.875E+11,16533289.6,16211512.79,3
1038360,0.028648884,36244344,0.991767874,0,0,16168343.67,15599630.94,8.94789E+11,8.94788E+11,18839859.25,18271146.52,3
861092,0.023757969,36244344,0.862398999,0,0,14905619.17,14518707.1,6.44578E+11,6.44577E+11,17354643.07,16967731,3
108484,0.002993129,36244344,0.804770532,0,0,10991414.49,10687336.71,75620838208,75620534130,16131285.29,15827207.52,3
838372,0.023131113,36244344,0.41080211,0,0,13512706.13,13760666.25,2.96227E+11,2.96227E+11,12750700.38,12998660.5,4
772659,0.021318057,36244344,0.32128166,0,0,12948196.27,13319946.68,2.13468E+11,2.13468E+11,11475763.71,11847514.12,4
818218,0.022575053,36244344,0.096665565,0,0,12544135.29,13196905.03,68269798388,68270451158,9580980.95,10233750.69,4
2513675,0.06935358,36244344,0.408981081,0,0,21595081.69,21845667.25,8.84045E+11,8.84045E+11,13831650.36,14082235.93,4
2437993,0.067265475,36244344,0.280826713,0,0,20807546.95,21230452.59,5.959E+11,5.959E+11,12130206.81,12553112.46,4
2177057,0.060066117,36244344,0.194450974,0,0,19263379.79,19811003.66,3.63099E+11,3.631E+11,11131275.82,11678899.69,4
351015,0.009684683,36244344,0.033500372,0,0,10177086.81,10687005.9,9986231265,9986741184,8847075.94,9356995.03,4
2471467,0.068189039,36244344,0.147300914,0,0,20501669.71,21114040.86,3.12578E+11,3.12579E+11,10849561.25,11461932.4,4
2475193,0.068291842,36244344,0.295339543,0,0,21026990.16,21432985.62,6.31048E+11,6.31049E+11,12269444.89,12675440.35,4
352894,0.009736526,36244344,0.903418834,0,0,12471036.75,12027370.71,2.76636E+11,2.76636E+11,17356245.21,16912579.18,3
2047492,0.056491352,36244344,0.156466592,0,0,18525084.64,19125303.41,2.74451E+11,2.74452E+11,10710910.39,11311129.16,4
1677164,0.046273813,36244344,0.927444486,0,0,19195325.81,18715415.44,1.35254E+12,1.35254E+12,18797664.56,18317754.19,5
1052489,0.02903871,36244344,0.276354926,0,0,14171628.45,14600415.12,2.53403E+11,2.53404E+11,11272347.6,11701134.27,4
1070329,0.029530925,36244344,0.358511469,0,0,14486898.95,14805003.46,3.31448E+11,3.31448E+11,11987887.11,12305991.63,4
1580862,0.043616792,36244344,0.486700242,0,0,17333039.19,17474828.87,6.63052E+11,6.63052E+11,14022668.36,14164458.04,4
237508,0.006552967,36244344,0.684947119,0,0,11321901.94,11186236.92,1.40647E+11,1.40647E+11,15070120.39,14934455.37,3
2413565,0.066591494,36244344,0.191008782,0,0,20373723.69,20926388.02,3.94969E+11,3.94969E+11,11225436.84,11778101.18,4
1379790,0.038069112,36244344,0.834253229,0,0,17418797.59,17069246.28,1.00076E+12,1.00076E+12,17535235.23,17185683.93,3
91758,0.00253165,36244344,0.339936239,0,0,9733550.07,10077690.75,26935577996,26935922136,11236381.09,11580521.78,2
1047225,0.028893474,36244344,0.577655592,0,0,15008756.5,15021348.04,5.23464E+11,5.23464E+11,14584821.2,14597412.74,4
2458735,0.067837757,36244344,0.626975591,0,0,22079224.61,22024643.48,1.33182E+12,1.33182E+12,16185160.93,16130579.81,5
2467281,0.068073545,36244344,0.403754638,0,0,21352959.89,21610931.26,8.56387E+11,8.56387E+11,13743259.1,14001230.47,4
2099066,0.057914305,36244344,0.229240375,0,0,19014544.02,19510688.34,4.17356E+11,4.17357E+11,11434473.74,11930618.06,4
13430,0.000370541,36244344,0.84306012,0,0,10621620.66,10259790.47,9853011483,9852649653,16467106.59,16105276.4,3
276052,0.007616416,36244344,0.649400138,0,0,11415367.44,11331609.09,1.54551E+11,1.54551E+11,14734828.94,14651070.6,3
1451881,0.04005814,36244344,0.601223021,0,0,17058181.81,17038812.77,7.54616E+11,7.54616E+11,15129304,15109934.97,5
1108732,0.030590483,36244344,0.76536408,0,0,15855099.38,15606535.59,7.34459E+11,7.34459E+11,16546073.17,16297509.38,3
1742151,0.048066838,36244344,0.577166964,0,0,18407034.65,18420289.94,8.70101E+11,8.70101E+11,15106613.64,15119868.94,4
1091872,0.030125307,36244344,0.443070124,0,0,14831926.68,15034182.99,4.16862E+11,4.16862E+11,13239173.68,13441430,4
165561,0.004567913,36244344,0.535059318,0,0,10585076.05,10657881.59,76558502995,76558575800,13529956.8,13602762.34,2
2244137,0.061916888,36244344,0.183094306,0,0,19544654.37,20107770.84,3.5264E+11,3.52641E+11,11063144.42,11626260.9,4
2478247,0.068376103,36244344,0.833231138,0,0,22897334.54,22549242.7,1.7952E+12,1.7952E+12,18521176.25,18173084.42,5
2280798,0.062928384,36244344,0.115405372,0,0,19491005.28,20148636.43,2.24204E+11,2.24205E+11,10447906.98,11105538.14,4
457440,0.012621004,36244344,0.414459536,0,0,11683466.23,11926186.73,1.63126E+11,1.63126E+11,12563888.08,12806608.58,2
909529,0.025094371,36244344,0.718550541,0,0,14728948.43,14547947.11,5.64249E+11,5.64249E+11,15890305.21,15709303.9,3
267248,0.007373509,36244344,0.702246204,0,0,11512437.34,11353200.78,1.6218E+11,1.6218E+11,15260469.59,15101233.04,3
1607915,0.044363198,36244344,0.92428976,0,0,18836579.38,18361473.58,1.29189E+12,1.29189E+12,18694664.48,18219558.69,5
1365991,0.037688391,36244344,0.584072456,0,0,16587165.14,16590993.95,6.9025E+11,6.9025E+11,14891084.59,14894913.4,4
2470911,0.068173699,36244344,0.846144077,0,0,22904732.24,22538744.06,1.81742E+12,1.81742E+12,18656451.55,18290463.38,5
2307689,0.063670321,36244344,0.315954677,0,0,20287724.18,20667919.13,6.25409E+11,6.25409E+11,12345836.56,12726031.51,4
1373606,0.037898493,36244344,0.940847957,0,0,17711461.03,17212168.31,1.12432E+12,1.12432E+12,18651793.26,18152500.55,3
1647363,0.045451588,36244344,0.25233573,0,0,16937035.72,17400533.02,3.61029E+11,3.61029E+11,11394111.26,11857608.57,4
1396692,0.038535447,36244344,0.014616239,0,0,15022174.92,15490776.78,17491455776,17491924378,9141072.4,9609674.27,4
1133494,0.03127368,36244344,0.495398565,0,0,15185387.5,15315108.61,4.83935E+11,4.83935E+11,13795059.34,13924780.45,4
1392196,0.0384114,36244344,0.217809488,0,0,15611867.31,16125280.92,2.61848E+11,2.61849E+11,10925711.41,11439125.03,4
82728,0.002282508,36244344,0.889403875,0,0,11079990.36,10656106.07,63839541990,63839118106,16954235.78,16530351.49,3
657482,0.018140265,36244344,0.209959325,0,0,12095356.3,12620020.73,1.1906E+11,1.19061E+11,10463605.01,10988269.44,4
659247,0.018188962,36244344,0.950504719,0,0,14145172.05,13631646.77,5.45448E+11,5.45448E+11,18120251.56,17606726.28,3
736109,0.020309624,36244344,0.60828462,0,0,13569316.22,13540325.72,3.87007E+11,3.87007E+11,14673525.76,14644535.26,3
113418,0.003129261,36244344,0.274647542,0,0,9679402.82,10110543.54,27149010798,27149441938,10720800.27,11151941,2
2140502,0.059057546,36244344,0.928537264,0,0,21528100.24,21046523.6,1.72842E+12,1.72842E+12,19256077.85,18774501.22,5
1250393,0.034498983,36244344,0.358723143,0,0,15353545.85,15671330.39,3.87454E+11,3.87454E+11,12103790.45,12421575,4
506502,0.013974649,36244344,0.115633545,0,0,11122488.94,11779764.05,49909032792,49909690067,9581652.65,10238927.76,4
378625,0.010446458,36244344,0.097588082,0,0,10475776.61,11130520.64,31883896498,31884551242,9382810.56,10037554.59,4
2360191,0.065118878,36244344,0.386798282,0,0,20785376.47,21064268.93,7.88479E+11,7.88479E+11,13510392.04,13789284.5,4
1490001,0.04110989,36244344,0.81020051,0,0,17889217.38,17575983.74,1.047E+12,1.047E+12,17361737.02,17048503.38,5
1894610,0.05227326,36244344,0.847205705,0,0,20029275.16,19661855.56,1.39523E+12,1.39522E+12,18139700.14,17772280.54,5
1652089,0.045581981,36244344,0.996884148,0,0,19283756.2,18707943.53,1.43095E+12,1.43095E+12,19504611.03,18928798.37,3
344233,0.009497565,36244344,0.585834303,0,0,11590555.67,11591957.97,1.74471E+11,1.74471E+11,14186230.94,14187633.24,2
897201,0.024754235,36244344,0.583137689,0,0,14289980.35,14295093.35,4.5265E+11,4.5265E+11,14532621.52,14537734.53,2
1630717,0.044992317,36244344,0.805951627,0,0,18574127.13,18268057.36,1.13861E+12,1.13861E+12,17432925.5,17126855.73,5
101491,0.002800189,36244344,0.480636979,0,0,10131620.62,10282155.86,42023924386,42024074922,12954671.98,13105207.22,2
1810579,0.049954801,36244344,0.899956418,0,0,19772190.04,19333390.06,1.4138E+12,1.4138E+12,18610201.05,18171401.08,5
2046293,0.056458271,36244344,0.12695625,0,0,18425326.24,19065693.26,2.23148E+11,2.23149E+11,10444746.07,11085113.1,4
156557,0.004319488,36244344,0.203825292,0,0,9699016.98,10232103.59,27536118232,27536651319,10126328.41,10659415.02,2
1258358,0.034718741,36244344,0.161784001,0,0,14805107.12,15398460.05,1.74055E+11,1.74055E+11,10344164.95,10937517.88,4
2190960,0.060449708,36244344,0.279067349,0,0,19621437.22,20046487.81,5.32594E+11,5.32594E+11,11968753.51,12393804.1,4
1437224,0.039653746,36244344,0.483755258,0,0,16626642.06,16772439.75,5.99225E+11,5.99225E+11,13891601.69,14037399.38,4
1170119,0.032284182,36244344,0.589668115,0,0,15644650.97,15640775.78,5.96885E+11,5.96885E+11,14798482.59,14794607.41,5
233747,0.006449199,36244344,0.288457697,0,0,10286520.01,10700302.53,58468945369,58469359151,10911452.59,11325235.12,2
2020436,0.055744863,36244344,0.092952076,0,0,18195603.22,18840424.98,1.62383E+11,1.62384E+11,10129655.62,10774477.39,4
2175786,0.060031049,36244344,0.084149019,0,0,18896348.11,19520223.54,1.57323E+11,1.57323E+11,10119979.36,10743854.79,4
346611,0.009563175,36244344,0.437167079,0,0,11209090.7,11419441.79,1.30591E+11,1.30591E+11,12718125.63,12928476.73,2
1390556,0.038366152,36244344,0.932236793,0,0,17769862.11,17282985.8,1.12744E+12,1.12744E+12,18574926.36,18088050.06,3
802796,0.022149552,36244344,0.368486901,0,0,13229528.59,13533043.18,2.55894E+11,2.55894E+11,12334154.52,12637669.11,4
429953,0.011862623,36244344,0.29327031,0,0,11235524.51,11643786.91,1.09017E+11,1.09018E+11,11059555.98,11467818.39,4
721937,0.019918611,36244344,0.6575786,0,0,13630382.77,13535565.68,4.09141E+11,4.09141E+11,15137906.44,15043089.36,3
2431605,0.067089226,36244344,0.404416673,0,0,21182769.58,21439938.06,8.45221E+11,8.45221E+11,13725884.19,13983052.67,4
550196,0.015180189,36244344,0.219627316,0,0,11612309.7,12123087,1.0439E+11,1.0439E+11,10494811.1,11005588.41,4
1831772,0.050539527,36244344,0.388585623,0,0,18243861.94,18520387.64,6.14646E+11,6.14646E+11,13183397.81,13459923.52,4
772847,0.021323244,36244344,0.65356923,0,0,13870107.68,13780712.56,4.35384E+11,4.35383E+11,15133082.88,15043687.76,3
237729,0.006559065,36244344,0.528149496,0,0,10918118.61,11001100.42,1.08421E+11,1.08421E+11,13534839.83,13617821.64,2
838670,0.023139335,36244344,0.061828792,0,0,12540026.55,13112200.22,43951055277,43951627451,9290018.71,9862192.39,4
322488,0.008897609,36244344,0.0514693,0,0,10086526.49,10633639.84,13793672286,13794219399,8966752.89,9513866.24,4
450842,0.012438962,36244344,0.112500946,0,0,10850631.14,11512780.11,43057556451,43058218600,9525472.83,10187621.81,4
152023,0.004194392,36244344,0.372232009,0,0,10106947.81,10405149.18,48968229627,48968527829,11959734.9,12257936.28,2
1809685,0.049930135,36244344,0.858700464,0,0,19638229.52,19256239.23,1.3491E+12,1.3491E+12,18173639.45,17791649.17,5
308759,0.008518819,36244344,0.487384542,0,0,11155955.12,11296821.79,1.29686E+11,1.29687E+11,13179400.44,13320267.11,2
1606280,0.044318087,36244344,0.485106642,0,0,17451703.42,17595650.55,6.71557E+11,6.71557E+11,14024512.62,14168459.76,4
629390,0.017365192,36244344,0.666958878,0,0,13200501.78,13092616.23,3.61812E+11,3.61812E+11,15169423.87,15061538.32,3
158857,0.004382946,36244344,0.331724972,0,0,10033229.52,10389685.21,45408234049,45408590504,11192183.12,11548638.81,2
39336,0.0010853,36244344,0.469047171,0,0,9799403.51,9966886.17,15878285910,15878453393,12804834.33,12972317,2
183214,0.005054968,36244344,0.033409544,0,0,9390507.27,9900254.29,5204297368,5204807115,8773515.83,9283262.85,4
2261579,0.062398122,36244344,0.792137195,0,0,21669511.03,21382440.75,1.55234E+12,1.55234E+12,17845849.44,17558779.16,5
447471,0.012345954,36244344,0.162426529,0,0,10967634.33,11560157.37,62130522085,62131114608,9942979.46,10535502.51,4
2370356,0.065399335,36244344,0.840111991,0,0,22382665.51,22024809.44,1.73146E+12,1.73146E+12,18500125.96,18142269.89,5
2511635,0.069297295,36244344,0.653824001,0,0,22425836.83,22336094.88,1.41545E+12,1.41545E+12,16504521.76,16414779.81,5
1359412,0.037506873,36244344,0.793719125,0,0,17186739.39,16897631.41,9.34826E+11,9.34826E+11,17065184.04,16776076.07,5
618412,0.017062304,36244344,0.563766473,0,0,12873879.19,12905391.37,3.01837E+11,3.01837E+11,14163610.89,14195123.07,2
9725,0.000268318,36244344,0.605315522,0,0,3706223.56,3681312.39,4815338940,4815314028,7822932.38,7798021.21,3
992049,0.02737114,36244344,0.372252123,0,0,14151426.63,14449600.79,3.19516E+11,3.19516E+11,12481786.03,12779960.19,4
1067068,0.029440952,36244344,0.369877766,0,0,14505684.1,14807193.97,3.4146E+11,3.4146E+11,12505714.3,12807224.17,4
95869,0.002645075,36244344,0.247395704,0,0,9524205.71,9994691.32,20601420589,20601891074,10477274.67,10947760.29,2
667195,0.018408252,36244344,0.285202568,0,0,12352130.92,12769805.13,1.65257E+11,1.65257E+11,11131680.24,11549354.46,4
2171082,0.059901263,36244344,0.328690126,0,0,19679110.75,20039935.44,6.14571E+11,6.14571E+11,12394415.38,12755240.07,4
2311950,0.063787884,36244344,0.224540276,0,0,20010596.43,20513966.04,4.49289E+11,4.49289E+11,11505384.9,12008754.52,4
1937064,0.053444587,36244344,0.904650888,0,0,20421686.02,19976328.88,1.52047E+12,1.52047E+12,18780316.32,18334959.19,5
2062033,0.056892546,36244344,0.417796553,0,0,19443892.22,19682062.66,7.41145E+11,7.41146E+11,13626178.5,13864348.95,4
2030103,0.056011581,36244344,0.95618028,0,0,21065162.2,20544255.58,1.68898E+12,1.68898E+12,19455544.87,18934638.25,5
1185545,0.032709793,36244344,0.827550472,0,0,16429065.64,16089140.62,8.5277E+11,8.5277E+11,17288130.13,16948205.12,3
1858770,0.051284416,36244344,0.724826693,0,0,19441965.8,19252636.85,1.16276E+12,1.16276E+12,16741291.63,16551962.68,5
129493,0.003572778,36244344,0.821628224,0,0,11145649.03,10814329.17,92459785979,92459454659,16338065.46,16006745.6,3
1100857,0.030373208,36244344,0.757806928,0,0,15792504.62,15555206.81,7.2152E+11,7.2152E+11,16456420.99,16219123.18,3
429806,0.011858568,36244344,0.541434575,0,0,11889146.69,11953742.65,2.00933E+11,2.00933E+11,13802606.84,13867202.8,2
1608293,0.044373627,36244344,0.064648321,0,0,16163651.38,16742226.62,88240435191,88241013767,9670558.55,10249133.8,4
2427186,0.066967304,36244344,0.788529184,0,0,22481182.44,22199023.96,1.65859E+12,1.65859E+12,17953460,17671301.52,5
1136159,0.031347208,36244344,0.357354957,0,0,14799838.67,15119684.67,3.506E+11,3.50601E+11,12018299.42,12338145.43,4
1334626,0.036823014,36244344,0.905190476,0,0,17400960.81,16954866.1,1.04821E+12,1.04821E+12,18215905.25,17769810.55,3
2325916,0.064173213,36244344,0.189194595,0,0,19951995.06,20507053.71,3.77157E+11,3.77157E+11,11161704.93,11716763.59,4
2378658,0.065628392,36244344,0.347220907,0,0,20739969.8,21074089.87,7.12866E+11,7.12867E+11,12707691.36,13041811.43,4
658040,0.01815566,36244344,0.652227448,0,0,13301688.98,13214107.09,3.69965E+11,3.69965E+11,15042907.49,14955325.6,3
1378922,0.038045164,36244344,0.922112013,0,0,17678743.64,17206953.93,1.10506E+12,1.10506E+12,18450498.77,17978709.06,3
1806209,0.049834231,36244344,0.520298064,0,0,18533620.96,18628867.55,8.09901E+11,8.09901E+11,14533910.61,14629157.2,4
779641,0.021510694,36244344,0.497304738,0,0,13471606.67,13598275.27,3.34345E+11,3.34345E+11,13583578.71,13710247.31,2
1695606,0.046782637,36244344,0.247661787,0,0,17152280.52,17622386.81,3.64623E+11,3.64624E+11,11378375.39,11848481.68,4
991810,0.027364545,36244344,0.340305704,0,0,14056880.64,14400463.13,2.91402E+11,2.91402E+11,11776367.92,12119950.41,4
1130609,0.031194081,36244344,0.514801951,0,0,15225682.55,15329468.86,5.00955E+11,5.00955E+11,13981976.43,14085762.74,4
1312105,0.036201648,36244344,0.086403247,0,0,14839659.5,15469130.07,97703031905,97703661376,9727258.98,10356729.55,4
589888,0.016275312,36244344,0.392991993,0,0,12268566.98,12539317.92,2.00063E+11,2.00063E+11,12445327.69,12716078.64,2
313799,0.008657875,36244344,0.647296444,0,0,11595694.51,11514783.42,1.75127E+11,1.75126E+11,14744296.89,14663385.81,3
1854064,0.051154575,36244344,0.882546253,0,0,19937363.36,19521653.49,1.4211E+12,1.4211E+12,18473683.58,18057973.72,5
493908,0.013627174,36244344,0.112712869,0,0,11054275.03,11716134.02,47258709518,47259371377,9548012.32,10209871.31,4
36210,0.000999052,36244344,0.223564675,0,0,9177984.08,9682849.18,7011654713,7012159578,10248591.5,10753456.6,2
313260,0.008643004,36244344,0.737441572,0,0,11831088.74,11623035.98,1.9962E+11,1.9962E+11,15643871.26,15435818.5,3
1985421,0.054778781,36244344,0.086714219,0,0,18009732.44,18639974.43,1.48424E+11,1.48425E+11,10053984.55,10684226.55,4
1806139,0.049832299,36244344,0.068587446,0,0,17105718.65,17693240.6,1.05313E+11,1.05314E+11,9798414.86,10385936.82,4
742184,0.020477236,36244344,0.926207466,0,0,14492185.3,14014158.8,5.97667E+11,5.97666E+11,17927212.42,17449185.93,3
2150404,0.059330747,36244344,0.747058851,0,0,20960798.09,20739398.56,1.38812E+12,1.38812E+12,17236494.79,17015095.27,5
547706,0.015111489,36244344,0.860623246,0,0,13333505.16,12949122.57,4.09131E+11,4.09131E+11,17100534.56,16716151.98,3
1203485,0.033204767,36244344,0.017126838,0,0,14125208.24,14599263.93,17601160647,17601634703,9073414.55,9547470.24,4
593947,0.016387302,36244344,0.231786427,0,0,11856148.67,12348595.97,1.19468E+11,1.19469E+11,10629966.52,11122413.82,4
1715402,0.047328819,36244344,0.08432364,0,0,16730586.05,17354895.05,1.24323E+11,1.24323E+11,9900489.11,10524798.12,4
368838,0.010176429,36244344,0.361335992,0,0,11121296.29,11435147.12,1.152E+11,1.152E+11,12008722.67,12322573.5,2
1344095,0.037084269,36244344,0.464933067,0,0,16115312.84,16288558.59,5.37427E+11,5.37428E+11,13623962.05,13797207.8,4
189576,0.005230499,36244344,0.731140644,0,0,11201933.97,11002929.04,1.1974E+11,1.1974E+11,15477115.88,15278110.95,3
1887556,0.052078636,36244344,0.135478987,0,0,17703094.34,18331609.14,2.19765E+11,2.19765E+11,10442096.58,11070611.38,4
2318932,0.063980521,36244344,0.550900052,0,0,21138777.86,21189233.96,1.10446E+12,1.10446E+12,15255412.04,15305868.14,4
274054,0.00756129,36244344,0.582248723,0,0,11237823.49,11244157.41,1.38062E+11,1.38062E+11,14098957.55,14105291.47,2
2246612,0.061985175,36244344,0.230653837,0,0,19722069.35,20216093.65,4.49658E+11,4.49659E+11,11532114.66,12026138.96,4
1924573,0.053099954,36244344,0.147165196,0,0,17914858.15,18527417.93,2.43191E+11,2.43192E+11,10565695.34,11178255.13,4
1540788,0.042511129,36244344,0.202388516,0,0,16270841.34,16805898.19,2.69033E+11,2.69033E+11,10867731.49,11402788.35,4
2509300,0.069232871,36244344,0.653874298,0,0,22414516.33,22324705.21,1.41424E+12,1.41424E+12,16503179.7,16413368.58,5
1204568,0.033234648,36244344,0.91132553,0,0,16766238.81,16311736.43,9.5237E+11,9.52369E+11,18155518.46,17701016.08,3
727892,0.020082913,36244344,0.086446785,0,0,12090190.86,12719768.72,54234721356,54235350934,9452720.05,10082297.92,4
1694415,0.046749777,36244344,0.521843767,0,0,17994611.35,18087453.19,7.6231E+11,7.6231E+11,14470833.37,14563675.21,4
1928308,0.053203005,36244344,0.014375953,0,0,17509098.67,17977178.24,23758751832,23759219911,9373338.82,9841418.4,4
268130,0.007397844,36244344,0.734920764,0,0,11601225.31,11396593.81,1.70292E+11,1.70291E+11,15581998.59,15377367.1,3
885564,0.024433164,36244344,0.225073545,0,0,13224292.44,13726839.8,1.72551E+11,1.72552E+11,10716760.61,11219307.97,4
1079018,0.029770659,36244344,0.715839967,0,0,15559577.24,15382171.99,6.66978E+11,6.66978E+11,15998231.44,15820826.2,3
191930,0.005295447,36244344,0.571374861,0,0,10808667.97,10829812.99,94923212833,94923233978,13934151.06,13955296.09,2
210322,0.005802892,36244344,0.620281333,0,0,11022631.22,10976525.71,1.12823E+11,1.12823E+11,14419061.79,14372956.29,3
2102190,0.058000498,36244344,0.05512598,0,0,18450807.71,19006664.71,96946611915,96947167772,9810702.86,10366559.87,4
2274256,0.062747887,36244344,0.756993533,0,0,21609866.96,21373804.21,1.48883E+12,1.48883E+12,17457416.92,17221354.17,5
2173631,0.059971592,36244344,0.611232693,0,0,20627987.75,20594942.16,1.14825E+12,1.14825E+12,15793202.19,15760156.61,5
1989838,0.054900649,36244344,0.905509284,0,0,20689179.25,20242648.48,1.56335E+12,1.56335E+12,18839430.62,18392899.86,5
1668462,0.04603372,36244344,0.551307674,0,0,17964601.04,18014424.27,7.95316E+11,7.95316E+11,14775381.92,14825205.15,4
2464330,0.067992126,36244344,0.165589864,0,0,20527704.49,21115745.22,3.49006E+11,3.49007E+11,11011412.74,11599453.48,4
763832,0.021074516,36244344,0.358008218,0,0,13011372.61,13330235.14,2.36177E+11,2.36178E+11,11803294.04,12122156.57,4
