left_cardinality,left_cardinality_ratio,base_cardinality,selectivity_on_indexed_attr,left_ordered,base_ordered,hj_idx_cost,hj_seq_cost,nl_idx_cost,nl_seq_cost,mj_idx_cost,mj_seq_cost,optimal_decision
53007,0.35338,150000,0.94668,0,1,5566729.77,5565313.34,5585047.95,294394996.4,5567336.04,5589604.74,3
70382,0.469213333,150000,0.022046667,0,1,5546304.48,5551730.9,5593083.89,9122951.86,5564149.96,5569688.1,2
69070,0.460466667,150000,0.638206667,0,1,5563478.93,5564477.18,5592477.09,258378898.9,5569276.44,5585856.34,2
42513,0.28342,150000,0.543506667,0,1,5558609.5,5560125.05,5580194.48,137717736.5,5560721.38,5575495.46,2
17341,0.115606667,150000,0.3846,0,1,5552860.43,5555437.58,5568552.43,43683997.74,5552205.19,5564096.69,4
52087,0.347246667,150000,0.98724,0,1,5567320.29,5565584.94,5584622.45,301951399,5567434.38,5590484.34,3
13908,0.09272,150000,0.910466667,0,1,5561288.26,5559754.93,5566964.66,78283546.42,5555686.16,5577147.23,4
10089,0.06726,150000,0.7634,0,1,1316062.48,1315630.28,1322896.74,27223617.11,1309354.52,1328075.98,4
15589,0.103926667,150000,0.22922,0,1,5550047.77,5553815.41,5567742.13,25951897.17,5550412.33,5559607.15,2
60156,0.40104,150000,0.744026667,0,1,5564170.33,5564325.3,5588354.36,262545708.9,5567619.81,5586121.97,2
38215,0.254766667,150000,0.19364,0,1,5552203.83,5556325.23,5578206.65,47415862.03,5556453.71,5565048.9,2
43296,0.28864,150000,0.996866667,0,1,5566408.27,5564502.41,5580556.61,254412468.1,5564944.13,5588159.41,3
34489,0.229926667,150000,0.504973333,0,1,5556983.69,5558736.72,5576483.38,105198132.3,5558089.8,5572158.54,2
15913,0.106086667,150000,0.013013333,0,1,5544842.08,5550269.43,5567891.98,6016598.17,5548695.96,5554215.03,2
15116,0.100773333,150000,0.45248,0,1,5553710.78,5555757.43,5567523.36,44589972.99,5552150.44,5565216.85,4
52574,0.350493333,150000,0.206993333,0,1,5554207.26,5558267.4,5584847.69,67448820.72,5560671.57,5569513.12,2
15742,0.104946667,150000,0.926313333,0,1,5561791.31,5560147.56,5567812.89,89377777.69,5556345.6,5578120.05,4
43987,0.293246667,150000,0.61754,0,1,5560049.19,5561014.88,5580876.2,161273162.7,5561799.34,5577934.37,2
35051,0.233673333,150000,0.965973333,0,1,5564863.65,5563105.34,5576743.3,200633275,5562263.28,5584865.79,4
55271,0.368473333,150000,0.11458,0,1,5546808.42,5551550.18,5586095.05,19592155.99,5560632.99,5566482.08,2
71383,0.475886667,150000,0.04232,0,1,5546519.09,5551807.71,5593546.85,12294999.09,5564611.26,5570202.78,2
47806,0.318706667,150000,0.2559,0,1,5554437.45,5558122.48,5582642.49,75220352.58,5559733.05,5569425.86,2
30753,0.20502,150000,0.10768,0,1,5546131.09,5550864.69,5574755.48,12912363.96,5553626.66,5559446.94,2
71893,0.479286667,150000,0.406,0,1,5559906.12,5562602.69,5593782.73,172133425.9,5568002.98,5580362,2
46775,0.311833333,150000,0.773793333,0,1,5563059.48,5562865.02,5582165.65,213948058.7,5563993.28,5583048.44,3
62886,0.41924,150000,0.808986667,0,1,5565630.7,5565320.55,5589616.99,298444345.8,5569015.01,5588756.88,3
65181,0.43454,150000,0.019533333,0,1,5546150.04,5551587.16,5590678.43,8507909.51,5562640.17,5568173.2,2
74499,0.49666,150000,0.34048,0,1,5559123.43,5562303.71,5594988,150042065.5,5568166.32,5579344.31,2
34010,0.226733333,150000,0.579973333,0,1,5558188.11,5559368.35,5576261.84,118548351.3,5558599.91,5574025.13,2
29845,0.198966667,150000,0.88278,0,1,5562783.16,5561620.15,5574335.53,156889747.9,5560018.57,5581005.44,4
38430,0.2562,150000,0.43388,0,1,5556258.82,5558577.8,5578306.09,100696037,5558593.11,5571388.69,2
60810,0.4054,150000,0.456826667,0,1,5559396.97,5561666.65,5588656.84,164188538.4,5565242.94,5578504.18,2
45354,0.30236,150000,0.11204,0,1,5546535.9,5551273.3,5581508.44,16837910.37,5557788.26,5563628.83,2
41691,0.27794,150000,0.100273333,0,1,5546335.39,5551146.88,5579814.3,14853104.82,5556652.25,5562443.57,2
5182,0.034546667,150000,0.496506667,0,1,1274889.27,1276533.01,1282126.17,9880684.88,1270538.42,1284364.48,4
42915,0.2861,150000,0.711,0,1,5561487.98,5561747.58,5580380.4,180581814.7,5562304.57,5580146.38,2
63721,0.424806667,150000,0.521906667,0,1,5560854.92,5562664.81,5590003.18,195831280.1,5566670.24,5581114.77,2
47395,0.315966667,150000,0.194206667,0,1,5553343.15,5557489.04,5582452.4,57678353.83,5559071.45,5567681.25,2
63414,0.42276,150000,0.994033333,0,1,5568830.9,5567167.9,5589861.19,369008014.6,5570834.41,5594045.53,3
48209,0.321393333,150000,0.19958,0,1,5553536.89,5557641.21,5582828.88,60099225.95,5559352.6,5568054.94,2
26814,0.17876,150000,0.780633333,0,1,5560732.05,5560304.59,5572933.69,126129256.9,5558288.23,5577426.21,4
68956,0.459706667,150000,0.602653333,0,1,5562874.58,5564125.14,5592424.36,244015585.6,5568926.65,5584866.1,2
6005,0.040033333,150000,0.45274,0,1,1282223.92,1284217.83,1291537.38,10361520.15,1278229.78,1291263.8,4
42522,0.28348,150000,0.26154,0,1,5553889.45,5557508.12,5580198.64,68939062.14,5558279.14,5568071.15,2
57853,0.385686667,150000,0.61872,0,1,5561768.59,5562828.71,5587289.23,210738014.1,5565827.01,5582019.17,2
22303,0.148686667,150000,0.323393333,0,1,5552425.03,5555503.71,5570847.35,46577038.15,5553072.61,5563875.5,2
52514,0.350093333,150000,0.442013333,0,1,5558125.71,5560459.18,5584819.94,137982026.2,5562712.87,5575683.32,2
20990,0.139933333,150000,0.206626667,0,1,5550322.92,5554285.01,5570240.09,30222964.45,5551720.22,5560531.18,2
22598,0.150653333,150000,0.1091,0,1,5545937.44,5550644.86,5570983.79,11030502.08,5551352.07,5557180.27,2
46403,0.309353333,150000,0.380493333,0,1,5556362.99,5559111.61,5581993.6,106511409.9,5560424.09,5572314.03,2
11606,0.077373333,150000,0.374613333,0,1,5551985.5,5554612.89,5565899.99,30388516.29,5550523.45,5562218.91,4
65484,0.43656,150000,0.341813333,0,1,5558036.2,5561168.27,5590818.56,133024544.1,5565567.73,5576769.94,2
61074,0.40716,150000,0.374353333,0,1,5558056.19,5560924.36,5588778.94,136159614.3,5564592.76,5576392.96,2
22572,0.15048,150000,0.189713333,0,1,5550226.54,5554327.29,5570971.76,29823993.2,5552017.34,5560537.86,2
44890,0.299266667,150000,0.475773333,0,1,5557757.58,5559796.43,5581293.84,127518713.1,5560811.67,5574368.88,2
16364,0.109093333,150000,0.436886667,0,1,5553598.79,5555775.91,5568100.56,46337543.67,5552365.39,5565157.96,4
36737,0.244913333,150000,0.577206667,0,1,5558476,5559695.35,5577523.08,127009450.4,5559358.36,5574738.16,2
66577,0.443846667,150000,0.399526667,0,1,5559145.84,5561862.12,5591324.08,157428255.5,5566402.12,5578650.71,2
57509,0.383393333,150000,0.52142,0,1,5560085.71,5561858.42,5587130.13,177104973.4,5564865.8,5579283.58,2
7705,0.051366667,150000,0.395206667,0,1,1294968.38,1297413.87,1307209.78,11476002.05,1291418.89,1303444.52,4
42180,0.2812,150000,0.51794,0,1,5558142.33,5559846.95,5580040.46,130549498.9,5560404.67,5574725.84,2
45193,0.301286667,150000,0.82728,0,1,5563756.75,5563152.35,5581433.98,220684067.4,5563997.72,5584026.4,3
27742,0.184946667,150000,0.06522,0,1,5545641.47,5550692.06,5573362.89,9570289.36,5552418.46,5558083.5,2
2196,0.01464,150000,0.582986667,0,1,1229538.14,1230476.32,1228936.48,5518292.18,1224519.06,1239916.76,4
55752,0.37168,150000,0.09498,0,1,5546634.66,5551517.49,5586317.51,17349353.14,5560604.07,5566379.35,2
38009,0.253393333,150000,0.651746667,0,1,5559902.38,5560562.13,5578111.38,147775850.6,5560377.37,5577136.71,2
60344,0.402293333,150000,0.058846667,0,1,5546402.85,5551553.57,5588441.31,13457777.39,5561600.05,5567241.4,2
54181,0.361206667,150000,0.708506667,0,1,5562828.76,5563198.94,5585590.93,225737745.4,5565555.17,5583378.2,2
20951,0.139673333,150000,0.694286667,0,1,5558515.91,5558719.28,5570222.05,89007502.37,5555854.35,5573335.21,4
52549,0.350326667,150000,0.062846667,0,1,5546242.49,5551353.74,5584836.13,12895804.59,5559407.95,5565065.07,2
23419,0.156126667,150000,0.689233333,0,1,5558729.76,5558996.27,5571363.5,98145939.53,5556511.08,5573907.83,4
33416,0.222773333,150000,0.668346667,0,1,5559609.61,5560111.42,5575987.11,133674119.5,5559196.64,5576236.45,4
16958,0.113053333,150000,0.918446667,0,1,5561800.57,5560235.77,5568375.29,95045123.16,5556621.89,5578247.44,4
57601,0.384006667,150000,0.29932,0,1,5556365.83,5559768.16,5587172.68,103788297.6,5562923.29,5573376.64,2
39336,0.26224,150000,0.309573333,0,1,5554285.18,5557540.49,5578725.11,74825651.07,5557776.19,5568385.2,2
27868,0.185786667,150000,0.94932,0,1,5563686.72,5561983.91,5573421.16,157833960.9,5560030.44,5582286.38,4
66276,0.44184,150000,0.926266667,0,1,5567996.73,5566876.66,5591184.86,358468049,5571049.87,5592950.02,3
48692,0.324613333,150000,0.090113333,0,1,5546411.01,5551314.36,5583052.26,15337315.9,5558550.17,5564307.23,2
69435,0.4629,150000,0.450946667,0,1,5560350.5,5562714.55,5592645.9,184217877.9,5567688.1,5580856.07,2
18232,0.121546667,150000,0.372506667,0,1,5552765.35,5555441.01,5568964.51,44353721.74,5552353.19,5564028.92,4
23315,0.155433333,150000,0.935166667,0,1,5562883.03,5561244.18,5571315.4,130992277.6,5558594.28,5580565.53,4
25026,0.16684,150000,0.8168,0,1,5561109.49,5560392.97,5572106.74,123211183.8,5558077.25,5577865.92,4
54763,0.365086667,150000,0.048913333,0,1,5546166.67,5551380.16,5585860.1,11522980.71,5559919.67,5565529.47,2
18492,0.12328,150000,0.78774,0,1,5559822.87,5559268.92,5569084.76,89426642.31,5555965.45,5575206.83,4
11835,0.0789,150000,0.90218,0,1,5560882.75,5559398.25,5566005.9,66842413.94,5555021.59,5576315.21,4
56621,0.377473333,150000,0.507133333,0,1,5559737.62,5561609.91,5586719.43,169875904.8,5564479.68,5578643.84,2
67399,0.449326667,150000,0.68004,0,1,5563970.52,5564656.39,5591704.25,268389834.6,5569157.99,5586493,2
66440,0.442933333,150000,0.286353333,0,1,5557236.92,5560767.61,5591260.71,113946957.4,5565357.61,5575581.78,2
64023,0.42682,150000,0.897646667,0,1,5567222.39,5566293.97,5590142.85,335531264.8,5570121.52,5591462.57,3
5897,0.039313333,150000,0.90468,0,1,1288841.71,1287277.82,1290373.56,19203552.62,1281017.18,1302328.51,4
73479,0.48986,150000,0.919973333,0,1,5568767.74,5567770.89,5594516.25,394032723.6,5573113.61,5594909.76,3
42440,0.282933333,150000,0.841586667,0,1,5563655.43,5562919.47,5580160.71,210992100.5,5563321.01,5583600.34,3
52281,0.34854,150000,0.136713333,0,1,5552992.35,5557569.51,5584712.18,21343573.55,5559968.09,5565906.21,2
36590,0.243933333,150000,0.297793333,0,1,5553759.42,5557089.24,5577455.09,67652038.66,5556896.4,5567307.74,2
8473,0.056486667,150000,0.435786667,0,1,1300866.09,1303006.97,1312705.4,13627226.67,1296968.84,1309698.82,4
62445,0.4163,150000,0.763806667,0,1,5564801.6,5564823.88,5589413.03,279779357.8,5568475.96,5587363.72,2
7735,0.051566667,150000,0.5474,0,1,1297723.62,1298986.14,1307433.89,15462161.13,1292895.42,1307632.72,4
23906,0.159373333,150000,0.81042,0,1,5560871.63,5560189.41,5571588.74,117088173.6,5557708.64,5577376.65,4
45464,0.303093333,150000,0.82012,0,1,5563671.36,5563121.55,5581559.31,220128277.9,5564014.86,5583913.88,3
19362,0.12908,150000,0.556066667,0,1,5555968.86,5557241.38,5569487.14,67080386.44,5554216.62,5569149.76,4
36662,0.244413333,150000,0.85416,0,1,5563129.95,5562255.55,5577488.39,185307871.2,5561739.2,5582203.01,4
70487,0.469913333,150000,0.10832,0,1,5547134.23,5551951.6,5593132.45,22524368.47,5564939.54,5570763.65,2
68202,0.45468,150000,0.15344,0,1,5555225.45,5559722.33,5592075.64,64792355.41,5564676.6,5572594.36,2
30858,0.20572,150000,0.43348,0,1,5555320.74,5557601.64,5574804.04,81859119.95,5556428.58,5569195.83,2
852,0.00568,150000,0.735953333,0,1,1180734.93,1180447.16,1173391.66,3280906.98,1174447.5,1192650.12,0
20178,0.13452,150000,0.966473333,0,1,5563046.24,5561124.42,5569864.54,117918089.5,5557970.26,5580546.52,4
39921,0.26614,150000,0.18172,0,1,5552231.99,5556440.13,5578995.68,46775610.41,5556845.73,5565251.43,2
55083,0.36722,150000,0.2132,0,1,5554628.48,5558646.66,5586008.1,72556032.76,5561447.76,5570407.07,2
38213,0.254753333,150000,0.853086667,0,1,5563299.66,5562449.32,5578205.73,192678344.9,5562176.35,5582626.1,4
34736,0.231573333,150000,0.453113333,0,1,5556128.67,5558281.77,5576597.61,95382934,5557705.52,5570833.07,2
1385,0.009233333,150000,0.449526667,0,1,1202240.59,1204233.2,1201528.19,3279396.59,1198391.06,1211363.33,4
65600,0.437333333,150000,0.47064,0,1,5560213.42,5562412.98,5590872.21,181870172,5566752.27,5580273.72,2
69525,0.4635,150000,0.317973333,0,1,5558124.98,5561449.88,5592687.53,131200910.9,5566517.98,5577287.56,2
62730,0.4182,150000,0.655633333,0,1,5563003.07,5563821.22,5589544.84,241646186.9,5567585.5,5584474.15,2
19056,0.12704,150000,0.648873333,0,1,5557525.59,5558063.4,5569345.61,76516564.63,5554934.39,5571588.85,4
36210,0.2414,150000,0.386793333,0,1,5555216.09,5557869.61,5577279.34,85641148.04,5557563.07,5569540.46,2
59619,0.39746,150000,0.07278,0,1,5546514.47,5551567.53,5588106,15176383,5561512.04,5567202.94,2
51116,0.340773333,150000,0.47284,0,1,5558471.05,5560570.32,5584173.36,143592720.3,5562577.08,5576101.44,2
19341,0.12894,150000,0.524666667,0,1,5555449.96,5556959.58,5569477.43,63596374.67,5553950.31,5568330.99,4
14706,0.09804,150000,0.645853333,0,1,5556940.02,5557468.71,5567333.74,60049950.73,5553681.95,5570267.33,4
31076,0.207173333,150000,0.8315,0,1,5562093.48,5561324.2,5574904.86,154203658.4,5559942.55,5580009.12,4
70883,0.472553333,150000,0.644986667,0,1,5563820.36,5564782.01,5593315.6,267881492.2,5569870.74,5586582.78,2
13730,0.091533333,150000,0.84388,0,1,5560164.22,5559138.91,5566882.34,72172528.69,5555082.25,5575326.7,4
69659,0.464393333,150000,0.62578,0,1,5563335.2,5564430.93,5592749.5,255361686.7,5569333.41,5585679.28,2
26873,0.179153333,150000,0.55818,0,1,5556930.77,5558234.8,5572960.98,91301574.16,5556367.84,5571359.88,4
11466,0.07644,150000,0.314893333,0,1,5550947.3,5554047.68,5565835.24,26077550.06,5549973.69,5560601.94,4
33375,0.2225,150000,0.471426667,0,1,5556272.19,5558276.54,5575968.15,95412771.86,5557475.49,5570928.16,2
45303,0.30202,150000,0.00282,0,1,5545481.23,5551020.81,5581484.85,5830818.1,5556835.03,5562341.32,2
58504,0.390026667,150000,0.188766667,0,1,5554620.41,5558837.33,5587590.31,68175062.8,5562201.53,5570723.04,2
15836,0.105573333,150000,0.223866667,0,1,5549990.79,5553799.52,5567856.36,25798649.31,5550436.71,5559541.82,2
52548,0.35032,150000,0.07426,0,1,5546352.56,5551380.44,5584835.66,14211996.37,5559507.09,5565202.33,2
24405,0.1627,150000,0.302993333,0,1,5552347.47,5555589.98,5571819.53,47681326.15,5553490.08,5563959.34,2
67841,0.452273333,150000,0.74592,0,1,5565147.32,5565353.04,5591908.68,296154320.2,5569887.76,5588445.22,2
14282,0.095213333,150000,0.9206,0,1,5561509.29,5559899.49,5567137.64,81108054.84,5555878.58,5577539.19,4
60936,0.40624,150000,0.0036,0,1,5545879.43,5551433.5,5588715.12,6031982.63,5561279.93,5566788.39,2
13705,0.091366667,150000,0.4029,0,1,5552713.71,5555133.43,5566870.78,37076716.94,5551343.38,5563533.91,4
73729,0.491526667,150000,0.06102,0,1,5546755.74,5551918.3,5594631.88,15565748.18,5565449.28,5571102.13,2
18932,0.126213333,150000,0.5129,0,1,5555206.03,5556803.01,5569288.26,61122582.94,5553736.27,5567911.54,4
24920,0.166133333,150000,0.5452,0,1,5556472.8,5557863.87,5572057.71,83239062.47,5555699,5570458.59,4
72532,0.483546667,150000,0.460046667,0,1,5560888.43,5563202.01,5594078.26,196108061.1,5568672.34,5582011.03,2
71713,0.478086667,150000,0.806966667,0,1,5566680.57,5566466.44,5593699.48,338735000.3,5571590.68,5591318.35,3
39367,0.262446667,150000,0.378,0,1,5555457.66,5558190.55,5578739.45,90621166.95,5558389.8,5570216.27,2
37293,0.24862,150000,0.960093333,0,1,5565038.95,5563348.33,5577780.23,211824387.4,5562863.73,5585358.16,4
55987,0.373246667,150000,0.33912,0,1,5556824.9,5559934.05,5586426.2,113678063.8,5562803.47,5573957.39,2
30442,0.202946667,150000,0.05676,0,1,5545630.35,5550746.77,5574611.64,9399008.87,5553106.95,5558742.64,2
60858,0.40572,150000,0.541726667,0,1,5560829.59,5562479.18,5588679.04,194085828.5,5566011.29,5580798.49,2
35236,0.234906667,150000,0.12556,0,1,5546403.94,5551024.36,5576828.86,15310683.83,5555031,5560923.13,2
5038,0.033586667,150000,0.560393333,0,1,1274415.43,1275555.98,1280338.9,10718496.11,1269531.67,1284498.77,4
16882,0.112546667,150000,0.45618,0,1,5553987.28,5556017.48,5568340.14,49515069.7,5552673.02,5565813.71,4
70052,0.467013333,150000,0.935793333,0,1,5568630.18,5567476.74,5592931.26,382693155.7,5572253.44,5594353.99,3
68827,0.458846667,150000,0.299773333,0,1,5557750.83,5561197.17,5592364.7,123138973.1,5566161.85,5576625.87,2
25037,0.166913333,150000,0.581073333,0,1,5557107.68,5558215.47,5572111.83,88898402.49,5556049.37,5571470.56,4
64867,0.432446667,150000,0.353493333,0,1,5558165.24,5561206.58,5590533.2,136381668.2,5565498.11,5576919.51,2
16081,0.107206667,150000,0.351633333,0,1,5552141.82,5554973.41,5567969.68,37801808.23,5551570.73,5562867.28,4
58813,0.392086667,150000,0.129186667,0,1,5547033.33,5551681.06,5587733.23,22312901.01,5561768.63,5567673.5,2
70273,0.468486667,150000,0.62592,0,1,5563412.32,5564511.27,5593033.48,257587862.3,5569514.52,5585862.64,2
20428,0.136186667,150000,0.976886667,0,1,5563251.9,5561250.83,5569980.16,120519434.8,5558131.27,5580897.7,4
38407,0.256046667,150000,0.53174,0,1,5557910.5,5559487.12,5578295.45,122382484.7,5559441.55,5573996.6,2
48374,0.322493333,150000,0.729186667,0,1,5562471.54,5562637.21,5582905.19,208008227.5,5564053.2,5582247.84,2
39079,0.260526667,150000,0.68484,0,1,5560579.85,5561002.46,5578606.25,159040375.9,5560971.16,5578320.83,2
21075,0.1405,150000,0.106266667,0,1,5545872.72,5550597.46,5570279.4,10529939.78,5550905.91,5556722.36,2
68829,0.45886,150000,0.813066667,0,1,5566428.84,5566142.72,5592365.63,327700994.7,5570797.57,5590625.83,3
38570,0.257133333,150000,0.2162,0,1,5552650.21,5556593.21,5578370.84,53117032.9,5556763.59,5565774.45,2
11101,0.074006667,150000,0.134273333,0,1,5547897.4,5552392.25,5565666.43,8840627.3,5548373.17,5554300.3,2
40445,0.269633333,150000,0.944713333,0,1,5565148.79,5563616.15,5579238.03,225429522.4,5563639.16,5585836.19,3
73331,0.488873333,150000,0.398086667,0,1,5559957.44,5562714.61,5594447.8,172319150,5568352.72,5580576.3,2
2174,0.014493333,150000,0.416686667,0,1,1226181.21,1228438.07,1228329.58,4249171.3,1222583.49,1234979.4,4
6875,0.045833333,150000,0.500726667,0,1,1290463.86,1292082.67,1300239.58,12809994.77,1286043.58,1299946.02,4
61762,0.411746667,150000,0.405273333,0,1,5558651.37,5561300.26,5589097.14,148436208.2,5565060.67,5577407.76,2
2758,0.018386667,150000,0.43722,0,1,1239467.94,1241565.1,1242776.32,5263644.73,1235683.21,1248436.91,4
23843,0.158953333,150000,0.04538,0,1,5545353.18,5550546.19,5571559.6,7964124.66,5551164.08,5556765.66,2
52463,0.349753333,150000,0.18978,0,1,5553896.83,5558085.79,5584796.35,61976081.31,5560483.41,5569017.01,2
21108,0.14072,150000,0.5109,0,1,5555438.55,5557064.97,5570294.66,67265638.51,5554331.82,5568476.67,4
49757,0.331713333,150000,0.093313333,0,1,5546470.81,5551350.67,5583544.83,15900684.2,5558883.01,5564649.57,2
20166,0.13444,150000,0.61794,0,1,5557130.4,5557920.14,5569858.99,76979287.93,5554980.14,5571061.37,4
53943,0.35962,150000,0.125513333,0,1,5546873.74,5551538.34,5585480.85,20487092.63,5560342.34,5566234.02,2
6038,0.040253333,150000,0.50284,0,1,1283375.36,1284971.45,1291889.13,11444767.84,1278952.78,1292895.3,4
25248,0.16832,150000,0.6348,0,1,5558041.58,5558737.39,5572209.41,97473169.77,5556569.4,5572976.47,4
24814,0.165426667,150000,0.64788,0,1,5558211.55,5558803.51,5572008.69,97802253.47,5556558.61,5573209.68,4
47355,0.3157,150000,0.67752,0,1,5561467.51,5562014.72,5582433.9,189526975.8,5563297.27,5580536.04,2
56063,0.373753333,150000,0.355673333,0,1,5557122.14,5560106.16,5586461.35,119356585.8,5562977.56,5574439.6,2
38871,0.25914,150000,0.846946667,0,1,5563293.64,5562488.33,5578510.05,194743170.1,5562322.16,5582677.12,4
