left_cardinality,left_cardinality_ratio,base_cardinality,selectivity_on_indexed_attr,left_ordered,base_ordered,hj_idx_cost,hj_seq_cost,nl_idx_cost,nl_seq_cost,mj_idx_cost,mj_seq_cost,optimal_decision
6188,0.206266667,30000,0.698233333,0,1,5019071.36,5019044.67,5022113.23,6963069.33,5019309.5,5020788.42,3
434,0.014466667,30000,0.2804,0,1,4443041.84,4443539.05,4444234.51,4498214.2,4442978.99,4444043.91,4
6238,0.207933333,30000,0.5634,0,1,5020580.13,5020729.21,5023871.59,6602021.8,5020854.27,5022190.39,2
1430,0.047666667,30000,0.0043,0,1,4700667.46,4701542.59,4703429.47,4704302.92,4700744.57,4701622.87,2
12122,0.404066667,30000,0.037533333,0,1,5163606.52,5164451.71,5169609.14,5369131.02,5164450.79,5165337.68,2
14817,0.4939,30000,0.368966667,0,1,5207700.91,5208148.26,5213949.89,7668067.93,5208706.53,5209853.72,2
330,0.011,30000,0.523333333,0,1,4384167.21,4384333.27,4384685.53,4461888.31,4384026.53,4385323.91,4
8402,0.280066667,30000,0.333433333,0,1,5084693.11,5085151.25,5089044.3,6345669.78,5085188.72,5086299,2
14267,0.475566667,30000,0.228466667,0,1,5199257.52,5199871.93,5205581.26,6666507.56,5200239.91,5201259.51,2
8151,0.2717,30000,0.8677,0,1,5079052.15,5078823.22,5082396.97,8261141.83,5079411.45,5081076.8,3
6251,0.208366667,30000,0.9653,0,1,5023014.76,5022636.06,5024326.47,7736323.32,5021914.48,5023686.91,4
8799,0.2933,30000,0.1753,0,1,5094416.52,5095082.52,5099168.06,5789090.63,5094976.72,5095955.57,2
6773,0.225766667,30000,0.743166667,0,1,5038717.17,5038635.67,5041857.95,7303397.51,5038991.59,5040518.07,3
9412,0.313733333,30000,0.822933333,0,1,5110142.59,5109980.3,5113947.15,8595072.52,5110616.72,5112229.29,3
12425,0.414166667,30000,0.1364,0,1,5169128.75,5169852.78,5175052.78,5932394.82,5169979.25,5170928.08,2
13148,0.438266667,30000,0.695166667,0,1,5182365.56,5182397.5,5187533.12,9295071.35,5183179.13,5184653.17,2
6012,0.2004,30000,0.075266667,0,1,5011734.96,5012522.45,5015809.84,5216099.23,5012108.55,5013016.17,2
13400,0.446666667,30000,0.360566667,0,1,5185896.91,5186344.72,5191725.44,7360354.98,5186787.46,5187923.71,2
2196,0.0732,30000,0.721566667,0,1,4794783.82,4794693.03,4796567.63,5507504.66,4794710.3,4796214.1,3
6600,0.22,30000,0.843966667,0,1,5033287.22,5033073.98,5036200.54,7539321.34,5033524.12,5035162.87,3
3086,0.102866667,30000,0.143733333,0,1,4867440.93,4868130.1,4870503.13,5067673.44,4867588.44,4868540.79,2
5241,0.1747,30000,0.2634,0,1,4982339.31,4982876.43,4985849.81,5603979.69,4982610.31,4983659.07,2
11192,0.373066667,30000,0.6633,0,1,5147396.36,5147454.67,5152025.26,8487783.59,5148050.86,5149492.91,2
10956,0.3652,30000,0.494366667,0,1,5142483.58,5142752.23,5147334.57,7579835.22,5143150.57,5144417.33,2
5029,0.167633333,30000,0.975566667,0,1,4975865.79,4975464.05,4976842.71,7181631.61,4974715.31,4976503.19,4
13089,0.4363,30000,0.1714,0,1,5180475.25,5181157.13,5186540.21,6190588.77,5181372.38,5182346.91,2
12047,0.401566667,30000,0.2007,0,1,5162543.18,5163187.25,5168241.09,6251082.49,5163352.33,5164351.71,2
9501,0.3167,30000,0.301633333,0,1,5111270.72,5111775.42,5116013.58,6401238.88,5111859.18,5112941.83,2
3397,0.113233333,30000,0.751833333,0,1,4889293.12,4889169.48,4891387.84,6038195.68,4889300.41,4890834.66,3
5348,0.178266667,30000,0.538433333,0,1,4987196.89,4987371.74,4990259.48,6282955.02,4987408.03,4988717.5,2
596,0.019866667,30000,0.219366667,0,1,4511594.51,4512175.03,4513230.5,4570939.82,4511558.9,4512571.26,4
12233,0.407766667,30000,0.9784,0,1,5168823,5168493.51,5171618.69,10552381.66,5167910.76,5169699.28,4
6798,0.2266,30000,0.434733333,0,1,5038976.65,5039297.33,5042663.64,6369004.6,5039324.65,5040532.21,2
8449,0.281633333,30000,0.812066667,0,1,5086736.45,5086579.94,5090267.19,8173754.09,5087132.57,5088733.91,3
11472,0.3824,30000,0.073833333,0,1,5151724.16,5152523.48,5157465.95,5533607.04,5152511.27,5153417.84,2
5260,0.175333333,30000,0.506666667,0,1,4983545.96,4983764.24,4986639.32,6182845.87,4983758.2,4985037.69,2
6568,0.218933333,30000,0.692633333,0,1,5031972.25,5031954.21,5035138.01,7078823.38,5032242,5033713.18,3
2990,0.099666667,30000,0.851833333,0,1,4861833.73,4861574.07,4863631.37,6007423.59,4861783.37,4863429.55,3
587,0.019566667,30000,0.0007,0,1,4507920.13,4508804.63,4508103.29,4508980.63,4507948.32,4508826.18,2
5103,0.1701,30000,0.5289,0,1,4977023.32,4977210.09,4980028.8,6191544.81,4977218.03,4978518.75,2
11484,0.3828,30000,0.7466,0,1,5153124.24,5153079.64,5157696.19,9011006.34,5153787.71,5155318.83,3
740,0.024666667,30000,0.631333333,0,1,4559158.98,4559176.74,4560330.1,4769213.9,4559011.27,4560416.49,4
4883,0.162766667,30000,0.015133333,0,1,4966582.06,4967447.06,4970417.86,5000676.7,4966889.03,4967768.97,2
5411,0.180366667,30000,0.065933333,0,1,4988906.03,4989705.78,4992815.08,5150206.51,4989238.2,4990141.53,2
438,0.0146,30000,0.4692,0,1,4445357.58,4445596.52,4446229.55,4537931.37,4445239.14,4446480.61,4
12204,0.4068,30000,0.870033333,0,1,5166522.03,5166326.88,5171095.41,9943962.99,5167224.54,5168889.48,3
9725,0.324166667,30000,0.392266667,0,1,5116475.62,5116868.49,5121131.21,6833333.19,5117063.35,5118232.21,2
6931,0.231033333,30000,0.419833333,0,1,5043148.28,5043488.48,5046901.24,6352746.62,5043510.05,5044702.6,2
11096,0.369866667,30000,0.9686,0,1,5147594.16,5147265.32,5150129.03,9981709.17,5146652.94,5148430.95,4
11591,0.386366667,30000,0.1658,0,1,5154118.52,5154805.45,5159738.82,6019497.53,5154897.97,5155870.48,2
